"Region","Risk_Type","Lag","mean_sim","sd_sim","q025","q975"
"LIC","Economic",1,0.00393451069986919,0.389091132907005,-0.704792558624384,0.769183096429551
"LIC","Economic",2,-0.00848808678996793,0.421894536729137,-0.79126600539912,0.787439514995662
"LIC","Economic",3,-0.000782733772335352,0.148658737924243,-0.286891527634978,0.294844967520752
"LIC","Economic",4,4.1263521766199e-06,0.116398613862688,-0.228136708448914,0.217323816511103
"LIC","Economic",5,0.000519567953474011,0.0717393093030354,-0.142734808318244,0.133109063084154
"LIC","Food",-5,0.380756619808259,0.692484752593848,-0.883389159550102,1.48170676769091
"LIC","Food",-4,0.0422477157918641,0.810286584785841,-1.33920147997148,1.44529487755444
"LIC","Food",-3,0.0399813394896474,0.771134248102447,-1.28697805275705,1.40205797466267
"LIC","Food",-2,0.0239622091707069,0.730894879847523,-1.28198574416865,1.3940673963842
"LIC","Food",-1,0.019791116620224,0.680509183956677,-1.31896799072309,1.31007828517734
"LIC","Food",1,-0.0241283282350567,0.745028337538,-1.35352361244787,1.51800391765542
"LIC","Food",2,0.00656277152202161,0.849094582898337,-1.37988633357717,1.74842958139281
"LIC","Food",3,0.0235972526671947,0.768933916724879,-1.24421908926475,1.53794333601372
"LIC","Food",4,0.0213646493118291,0.718037267867103,-1.17239591721023,1.3715561045502
"LIC","Food",5,0.0380327436329433,0.612460257144273,-1.00825788430448,1.23499915540545
"LIC","GeoConflict",-5,0.0948795459287846,0.174871708045042,-0.251120420149644,0.438101117811573
"LIC","GeoConflict",-4,-0.00142615278951148,0.251179952327368,-0.469752792136026,0.489537440834893
"LIC","GeoConflict",-3,-0.00257823483499644,0.392122955978022,-0.737693321055222,0.75228196607676
"LIC","GeoConflict",-2,-0.0239943118586658,0.794432906247151,-1.55356176255482,1.49190086413951
"LIC","GeoConflict",-1,-0.0217255364995886,0.709245888554246,-1.44412546805686,1.30265900875685
"LIC","GeoConflict",1,-0.0173237980252467,0.692085346961848,-1.33205469801747,1.35851280715562
"LIC","GeoConflict",2,-0.00787299584968572,0.762289155878148,-1.43746133760435,1.45067512491114
"LIC","GeoConflict",3,-0.00388249241774807,0.391734051546885,-0.745739637906686,0.775579663782177
"LIC","GeoConflict",4,0.672296309586605,0.21197957849231,0.254050694094581,1.08436421859558
"LIC","GeoConflict",5,0.564568893547545,0.136207674110746,0.289095282985446,0.828523703239101
"LIC","Geophysical",-5,0.0575742169822513,0.260621698628735,-0.454128755730281,0.553149348888959
"LIC","Geophysical",-4,0.0157256792966136,0.297376363076221,-0.574597017468848,0.576320856134537
"LIC","Geophysical",-3,0.0167656608936601,0.321477762066602,-0.631562545615094,0.607261705807035
"LIC","Geophysical",-2,0.0200485140176186,0.322949226602159,-0.626538149223286,0.617510952962645
"LIC","Geophysical",-1,0.0165916360974082,0.264058560923164,-0.54013496079076,0.486862640031638
"LIC","Geophysical",1,0.0148801780046439,0.26319420357088,-0.52276799628141,0.507661117173356
"LIC","Geophysical",2,0.0166643649956031,0.322470192171594,-0.613092831539522,0.62063190675744
"LIC","Geophysical",3,0.00585877389067231,0.32375544649675,-0.610592944262891,0.614203120873607
